roll_number,name,branch,year
RO221537,Student_1537,ECE,E2
RO221538,Student_1538,ECE,E2
RO221539,Student_1539,ECE,E2
RO221540,Student_1540,ECE,E2
RO221541,Student_1541,ECE,E2
RO221542,Student_1542,ECE,E2
RO221543,Student_1543,ECE,E2
RO221544,Student_1544,ECE,E2
RO221545,Student_1545,ECE,E2
RO221546,Student_1546,ECE,E2
RO221547,Student_1547,ECE,E2
RO221548,Student_1548,ECE,E2
RO221549,Student_1549,ECE,E2
RO221550,Student_1550,ECE,E2
RO221551,Student_1551,ECE,E2
RO221552,Student_1552,ECE,E2
RO221553,Student_1553,ECE,E2
RO221554,Student_1554,ECE,E2
RO221555,Student_1555,ECE,E2
RO221556,Student_1556,ECE,E2
RO221557,Student_1557,ECE,E2
RO221558,Student_1558,ECE,E2
RO221559,Student_1559,ECE,E2
RO221560,Student_1560,ECE,E2
RO221561,Student_1561,ECE,E2
RO221562,Student_1562,ECE,E2
RO221563,Student_1563,ECE,E2
RO221564,Student_1564,ECE,E2
RO221565,Student_1565,ECE,E2
RO221566,Student_1566,ECE,E2
RO221567,Student_1567,ECE,E2
RO221568,Student_1568,ECE,E2
RO221569,Student_1569,ECE,E2
RO221570,Student_1570,ECE,E2
RO221571,Student_1571,ECE,E2
RO221572,Student_1572,ECE,E2
RO221573,Student_1573,ECE,E2
RO221574,Student_1574,ECE,E2
RO221575,Student_1575,ECE,E2
RO221576,Student_1576,ECE,E2
RO221577,Student_1577,ECE,E2
RO221578,Student_1578,ECE,E2
RO221579,Student_1579,ECE,E2
RO221580,Student_1580,ECE,E2
RO221581,Student_1581,ECE,E2
RO221582,Student_1582,ECE,E2
RO221583,Student_1583,ECE,E2
RO221584,Student_1584,ECE,E2
RO221585,Student_1585,ECE,E2
RO221586,Student_1586,ECE,E2
RO221587,Student_1587,ECE,E2
RO221588,Student_1588,ECE,E2
RO221589,Student_1589,ECE,E2
RO221590,Student_1590,ECE,E2
RO221591,Student_1591,ECE,E2
RO221592,Student_1592,ECE,E2
RO221593,Student_1593,ECE,E2
RO221594,Student_1594,ECE,E2
RO221595,Student_1595,ECE,E2
RO221596,Student_1596,ECE,E2
RO221597,Student_1597,ECE,E2
RO221598,Student_1598,ECE,E2
RO221599,Student_1599,ECE,E2
RO221600,Student_1600,ECE,E2
RO221601,Student_1601,ECE,E2
RO221602,Student_1602,ECE,E2
RO221603,Student_1603,ECE,E2
RO221604,Student_1604,ECE,E2
RO221605,Student_1605,ECE,E2
RO221606,Student_1606,ECE,E2
RO221607,Student_1607,ECE,E2
RO221608,Student_1608,ECE,E2
RO221609,Student_1609,ECE,E2
RO221610,Student_1610,ECE,E2
RO221611,Student_1611,ECE,E2
RO221612,Student_1612,ECE,E2
RO221613,Student_1613,ECE,E2
RO221614,Student_1614,ECE,E2
RO221615,Student_1615,ECE,E2
RO221616,Student_1616,ECE,E2
RO221617,Student_1617,ECE,E2
RO221618,Student_1618,ECE,E2
RO221619,Student_1619,ECE,E2
RO221620,Student_1620,ECE,E2
RO221621,Student_1621,ECE,E2
RO221622,Student_1622,ECE,E2
RO221623,Student_1623,ECE,E2
RO221624,Student_1624,ECE,E2
RO221625,Student_1625,ECE,E2
RO221626,Student_1626,ECE,E2
RO221627,Student_1627,ECE,E2
RO221628,Student_1628,ECE,E2
RO221629,Student_1629,ECE,E2
RO221630,Student_1630,ECE,E2
RO221631,Student_1631,ECE,E2
RO221632,Student_1632,ECE,E2
RO221633,Student_1633,ECE,E2
RO221634,Student_1634,ECE,E2
RO221635,Student_1635,ECE,E2
RO221636,Student_1636,ECE,E2
RO221637,Student_1637,ECE,E2
RO221638,Student_1638,ECE,E2
RO221639,Student_1639,ECE,E2
RO221640,Student_1640,ECE,E2
RO221641,Student_1641,ECE,E2
RO221642,Student_1642,ECE,E2
RO221643,Student_1643,ECE,E2
RO221644,Student_1644,ECE,E2
RO221645,Student_1645,ECE,E2
RO221646,Student_1646,ECE,E2
RO221647,Student_1647,ECE,E2
RO221648,Student_1648,ECE,E2
RO221649,Student_1649,ECE,E2
RO221650,Student_1650,ECE,E2
RO221651,Student_1651,ECE,E2
RO221652,Student_1652,ECE,E2
RO221653,Student_1653,ECE,E2
RO221654,Student_1654,ECE,E2
RO221655,Student_1655,ECE,E2
RO221656,Student_1656,ECE,E2
RO221657,Student_1657,ECE,E2
RO221658,Student_1658,ECE,E2
RO221659,Student_1659,ECE,E2
RO221660,Student_1660,MECH,E2
RO221661,Student_1661,MECH,E2
RO221662,Student_1662,MECH,E2
RO221663,Student_1663,MECH,E2
RO221664,Student_1664,MECH,E2
RO221665,Student_1665,MECH,E2
RO221666,Student_1666,MECH,E2
RO221667,Student_1667,MECH,E2
RO221668,Student_1668,MECH,E2
RO221669,Student_1669,MECH,E2
RO221670,Student_1670,MECH,E2
RO221671,Student_1671,MECH,E2
RO221672,Student_1672,MECH,E2
RO221673,Student_1673,MECH,E2
RO221674,Student_1674,MECH,E2
RO221675,Student_1675,MECH,E2
RO221676,Student_1676,MECH,E2
RO221677,Student_1677,MECH,E2
RO221678,Student_1678,MECH,E2
RO221679,Student_1679,MECH,E2
RO221680,Student_1680,MECH,E2
RO221681,Student_1681,MECH,E2
RO221682,Student_1682,MECH,E2
RO221683,Student_1683,MECH,E2
RO221684,Student_1684,MECH,E2
RO221685,Student_1685,MECH,E2
RO221686,Student_1686,MECH,E2
RO221687,Student_1687,MECH,E2
RO221688,Student_1688,MECH,E2
RO221689,Student_1689,MECH,E2
RO221690,Student_1690,MECH,E2
RO221691,Student_1691,MECH,E2
RO221692,Student_1692,MECH,E2
RO221693,Student_1693,MECH,E2
RO221694,Student_1694,MECH,E2
RO221695,Student_1695,MECH,E2
RO221696,Student_1696,MECH,E2
RO221697,Student_1697,MECH,E2
RO221698,Student_1698,MECH,E2
RO221699,Student_1699,MECH,E2
RO221700,Student_1700,MECH,E2
RO221701,Student_1701,MECH,E2
RO221702,Student_1702,MECH,E2
RO221703,Student_1703,MECH,E2
RO221704,Student_1704,MECH,E2
RO221705,Student_1705,MECH,E2
RO221706,Student_1706,MECH,E2
RO221707,Student_1707,MECH,E2
RO221708,Student_1708,MECH,E2
RO221709,Student_1709,MECH,E2
RO221710,Student_1710,MECH,E2
RO221711,Student_1711,MECH,E2
RO221712,Student_1712,MECH,E2
RO221713,Student_1713,MECH,E2
RO221714,Student_1714,MECH,E2
RO221715,Student_1715,MECH,E2
RO221716,Student_1716,MECH,E2
RO221717,Student_1717,MECH,E2
RO221718,Student_1718,MECH,E2
RO221719,Student_1719,MECH,E2
RO221720,Student_1720,MECH,E2
RO221721,Student_1721,MECH,E2
RO221722,Student_1722,MECH,E2
RO221723,Student_1723,MECH,E2
RO221724,Student_1724,MECH,E2
RO221725,Student_1725,MECH,E2
RO221726,Student_1726,MECH,E2
RO221727,Student_1727,MECH,E2
RO221728,Student_1728,MECH,E2
RO221729,Student_1729,MECH,E2
RO221730,Student_1730,MECH,E2
RO221731,Student_1731,MECH,E2
RO221732,Student_1732,MECH,E2
RO221733,Student_1733,MECH,E2
RO221734,Student_1734,MECH,E2
RO221735,Student_1735,MECH,E2
RO221736,Student_1736,MECH,E2
RO221737,Student_1737,MECH,E2
RO221738,Student_1738,MECH,E2
RO221739,Student_1739,MECH,E2
RO221740,Student_1740,MECH,E2
RO221741,Student_1741,MECH,E2
RO221742,Student_1742,MECH,E2
RO221743,Student_1743,MECH,E2
RO221744,Student_1744,MECH,E2
RO221745,Student_1745,MECH,E2
RO221746,Student_1746,MECH,E2
RO221747,Student_1747,MECH,E2
RO221748,Student_1748,MECH,E2
RO221749,Student_1749,MECH,E2
RO221750,Student_1750,MECH,E2
RO221751,Student_1751,MECH,E2
RO221752,Student_1752,MECH,E2
RO221753,Student_1753,MECH,E2
RO221754,Student_1754,MECH,E2
RO221755,Student_1755,MECH,E2
RO221756,Student_1756,MECH,E2
RO221757,Student_1757,MECH,E2
RO221758,Student_1758,MECH,E2
RO221759,Student_1759,MECH,E2
RO221760,Student_1760,MECH,E2
RO221761,Student_1761,MECH,E2
RO221762,Student_1762,MECH,E2
RO221763,Student_1763,MECH,E2
RO221764,Student_1764,MECH,E2
RO221765,Student_1765,MECH,E2
RO221766,Student_1766,MECH,E2
RO221767,Student_1767,MECH,E2
RO221768,Student_1768,MECH,E2
RO221769,Student_1769,MECH,E2
RO221770,Student_1770,MECH,E2
RO221771,Student_1771,MECH,E2
RO221772,Student_1772,MECH,E2
RO221773,Student_1773,MECH,E2
RO221774,Student_1774,MECH,E2
RO221775,Student_1775,MECH,E2
RO221776,Student_1776,MECH,E2
RO221777,Student_1777,MECH,E2
RO221778,Student_1778,MECH,E2
RO221779,Student_1779,MECH,E2
RO221780,Student_1780,MECH,E2
RO221781,Student_1781,MECH,E2
RO221782,Student_1782,MECH,E2
RO221783,Student_1783,MECH,E2
RO221784,Student_1784,MECH,E2
RO221785,Student_1785,MECH,E2
RO221786,Student_1786,MECH,E2
RO221787,Student_1787,MECH,E2
RO221788,Student_1788,MECH,E2
RO221789,Student_1789,MECH,E2
RO221790,Student_1790,MECH,E2
RO221791,Student_1791,MECH,E2
RO221792,Student_1792,MECH,E2
RO221793,Student_1793,MECH,E2
RO221794,Student_1794,MECH,E2
RO221795,Student_1795,MECH,E2
RO221796,Student_1796,MECH,E2
RO221797,Student_1797,MECH,E2
RO221798,Student_1798,MECH,E2
RO221799,Student_1799,MECH,E2
RO221800,Student_1800,MECH,E2
RO221801,Student_1801,MECH,E2
RO221802,Student_1802,MECH,E2
RO221803,Student_1803,MECH,E2
RO221804,Student_1804,MECH,E2
RO221805,Student_1805,MECH,E2
RO221806,Student_1806,MECH,E2
RO221807,Student_1807,MECH,E2
RO221808,Student_1808,MECH,E2
RO221809,Student_1809,MECH,E2
RO221810,Student_1810,MECH,E2
RO221811,Student_1811,MECH,E2
RO221812,Student_1812,MECH,E2
RO221813,Student_1813,MECH,E2
RO221814,Student_1814,MECH,E2
RO221815,Student_1815,MECH,E2
RO221816,Student_1816,MECH,E2
RO221817,Student_1817,MECH,E2
RO221818,Student_1818,MECH,E2
RO221819,Student_1819,MECH,E2
RO221820,Student_1820,MECH,E2
RO221821,Student_1821,MECH,E2
RO221822,Student_1822,MECH,E2
RO221823,Student_1823,MECH,E2
RO221824,Student_1824,MECH,E2
RO221825,Student_1825,MECH,E2
RO221826,Student_1826,MECH,E2
RO221827,Student_1827,MECH,E2
RO221828,Student_1828,MECH,E2
RO221829,Student_1829,MECH,E2
RO221830,Student_1830,MECH,E2
RO221831,Student_1831,MECH,E2
RO221832,Student_1832,MECH,E2
RO221833,Student_1833,MECH,E2
RO221834,Student_1834,MECH,E2
RO221835,Student_1835,MECH,E2
RO221836,Student_1836,MECH,E2
RO221837,Student_1837,MECH,E2
RO221838,Student_1838,MECH,E2
RO221839,Student_1839,MECH,E2
RO221840,Student_1840,MECH,E2
RO221841,Student_1841,MECH,E2
RO221842,Student_1842,MECH,E2
RO221843,Student_1843,MECH,E2
RO221844,Student_1844,MECH,E2
RO221845,Student_1845,MECH,E2
RO221846,Student_1846,MECH,E2
RO221847,Student_1847,MECH,E2
RO221848,Student_1848,MECH,E2
RO221849,Student_1849,MECH,E2
RO221850,Student_1850,MECH,E2
RO221851,Student_1851,MECH,E2
RO221852,Student_1852,MECH,E2
RO221853,Student_1853,MECH,E2
RO221854,Student_1854,MECH,E2
RO221855,Student_1855,MECH,E2
RO221856,Student_1856,MECH,E2
RO221857,Student_1857,MECH,E2
RO221858,Student_1858,MECH,E2
RO221859,Student_1859,MECH,E2
RO221860,Student_1860,CIVIL,E2
RO221861,Student_1861,CIVIL,E2
RO221862,Student_1862,CIVIL,E2
RO221863,Student_1863,CIVIL,E2
RO221864,Student_1864,CIVIL,E2
RO221865,Student_1865,CIVIL,E2
RO221866,Student_1866,CIVIL,E2
RO221867,Student_1867,CIVIL,E2
RO221868,Student_1868,CIVIL,E2
RO221869,Student_1869,CIVIL,E2
RO221870,Student_1870,CIVIL,E2
RO221871,Student_1871,CIVIL,E2
RO221872,Student_1872,CIVIL,E2
RO221873,Student_1873,CIVIL,E2
RO221874,Student_1874,CIVIL,E2
RO221875,Student_1875,CIVIL,E2
RO221876,Student_1876,CIVIL,E2
RO221877,Student_1877,CIVIL,E2
RO221878,Student_1878,CIVIL,E2
RO221879,Student_1879,CIVIL,E2
RO221880,Student_1880,CIVIL,E2
RO221881,Student_1881,CIVIL,E2
RO221882,Student_1882,CIVIL,E2
RO221883,Student_1883,CIVIL,E2
RO221884,Student_1884,CIVIL,E2
RO221885,Student_1885,CIVIL,E2
RO221886,Student_1886,CIVIL,E2
RO221887,Student_1887,CIVIL,E2
RO221888,Student_1888,CIVIL,E2
RO221889,Student_1889,CIVIL,E2
RO221890,Student_1890,CIVIL,E2
RO221891,Student_1891,CIVIL,E2
RO221892,Student_1892,CIVIL,E2
RO221893,Student_1893,CIVIL,E2
RO221894,Student_1894,CIVIL,E2
RO221895,Student_1895,CIVIL,E2
RO221896,Student_1896,CIVIL,E2
RO221897,Student_1897,CIVIL,E2
RO221898,Student_1898,CIVIL,E2
RO221899,Student_1899,CIVIL,E2
RO221900,Student_1900,CIVIL,E2
RO221901,Student_1901,CIVIL,E2
RO221902,Student_1902,CIVIL,E2
RO221903,Student_1903,CIVIL,E2
RO221904,Student_1904,CIVIL,E2
RO221905,Student_1905,CIVIL,E2
RO221906,Student_1906,CIVIL,E2
RO221907,Student_1907,CIVIL,E2
RO221908,Student_1908,CIVIL,E2
RO221909,Student_1909,CIVIL,E2
RO221910,Student_1910,CIVIL,E2
RO221911,Student_1911,CIVIL,E2
RO221912,Student_1912,CIVIL,E2
RO221913,Student_1913,CIVIL,E2
RO221914,Student_1914,CIVIL,E2
RO221915,Student_1915,CIVIL,E2
RO221916,Student_1916,CIVIL,E2
RO221917,Student_1917,CIVIL,E2
RO221918,Student_1918,CIVIL,E2
RO221919,Student_1919,CIVIL,E2
RO221920,Student_1920,CIVIL,E2
RO221921,Student_1921,CIVIL,E2
RO221922,Student_1922,CIVIL,E2
RO221923,Student_1923,CIVIL,E2
RO221924,Student_1924,CIVIL,E2
RO221925,Student_1925,CIVIL,E2
RO221926,Student_1926,CIVIL,E2
RO221927,Student_1927,CIVIL,E2
RO221928,Student_1928,CIVIL,E2
RO221929,Student_1929,CIVIL,E2
RO221930,Student_1930,CIVIL,E2
RO221931,Student_1931,CIVIL,E2
RO221932,Student_1932,CIVIL,E2
RO221933,Student_1933,CIVIL,E2
RO221934,Student_1934,CIVIL,E2
RO221935,Student_1935,CIVIL,E2
RO221936,Student_1936,CIVIL,E2
RO221937,Student_1937,CIVIL,E2
RO221938,Student_1938,CIVIL,E2
RO221939,Student_1939,CIVIL,E2
RO221940,Student_1940,CIVIL,E2
RO221941,Student_1941,CIVIL,E2
RO221942,Student_1942,CIVIL,E2
RO221943,Student_1943,CIVIL,E2
RO221944,Student_1944,CIVIL,E2
RO221945,Student_1945,CIVIL,E2
RO221946,Student_1946,CIVIL,E2
RO221947,Student_1947,CIVIL,E2
RO221948,Student_1948,CIVIL,E2
RO221949,Student_1949,CIVIL,E2
RO221950,Student_1950,CIVIL,E2
RO221951,Student_1951,CIVIL,E2
RO221952,Student_1952,CIVIL,E2
RO221953,Student_1953,CIVIL,E2
RO221954,Student_1954,CIVIL,E2
RO221955,Student_1955,CIVIL,E2
RO221956,Student_1956,CIVIL,E2
RO221957,Student_1957,CIVIL,E2
RO221958,Student_1958,CIVIL,E2
RO221959,Student_1959,CIVIL,E2
RO221960,Student_1960,CIVIL,E2
RO221961,Student_1961,CIVIL,E2
RO221962,Student_1962,CIVIL,E2
RO221963,Student_1963,CIVIL,E2
RO221964,Student_1964,CIVIL,E2
RO221965,Student_1965,CIVIL,E2
RO221966,Student_1966,CIVIL,E2
RO221967,Student_1967,CIVIL,E2
RO221968,Student_1968,CIVIL,E2
RO221969,Student_1969,CIVIL,E2
RO221970,Student_1970,CIVIL,E2
RO221971,Student_1971,CIVIL,E2
RO221972,Student_1972,CIVIL,E2
RO221973,Student_1973,CIVIL,E2
RO221974,Student_1974,CIVIL,E2
RO221975,Student_1975,CIVIL,E2
RO221976,Student_1976,CIVIL,E2
RO221977,Student_1977,CIVIL,E2
RO221978,Student_1978,CIVIL,E2
RO221979,Student_1979,CIVIL,E2
RO221980,Student_1980,CIVIL,E2
RO221981,Student_1981,CIVIL,E2
RO221982,Student_1982,CIVIL,E2
RO221983,Student_1983,CIVIL,E2
RO221984,Student_1984,CIVIL,E2
RO221985,Student_1985,CIVIL,E2
RO221986,Student_1986,CIVIL,E2
RO221987,Student_1987,CIVIL,E2
RO221988,Student_1988,CIVIL,E2
RO221989,Student_1989,CIVIL,E2
RO221990,Student_1990,CIVIL,E2
RO221991,Student_1991,CIVIL,E2
RO221992,Student_1992,CIVIL,E2
RO221993,Student_1993,CIVIL,E2
RO221994,Student_1994,CIVIL,E2
RO221995,Student_1995,CIVIL,E2
RO221996,Student_1996,CIVIL,E2
RO221997,Student_1997,CIVIL,E2
RO221998,Student_1998,CIVIL,E2
RO221999,Student_1999,CIVIL,E2
RO211000,Student_1000,CSE,E3
RO211001,Student_1001,CSE,E3
RO211002,Student_1002,CSE,E3
RO211003,Student_1003,CSE,E3
RO211004,Student_1004,CSE,E3
RO211005,Student_1005,CSE,E3
RO211006,Student_1006,CSE,E3
RO211007,Student_1007,CSE,E3
RO211008,Student_1008,CSE,E3
RO211009,Student_1009,CSE,E3
RO211010,Student_1010,CSE,E3
RO211011,Student_1011,CSE,E3
RO211012,Student_1012,CSE,E3
RO211013,Student_1013,CSE,E3
RO211014,Student_1014,CSE,E3
RO211015,Student_1015,CSE,E3
RO211016,Student_1016,CSE,E3
RO211017,Student_1017,CSE,E3
RO211018,Student_1018,CSE,E3
RO211019,Student_1019,CSE,E3
RO211020,Student_1020,CSE,E3
RO211021,Student_1021,CSE,E3
RO211022,Student_1022,CSE,E3
RO211023,Student_1023,CSE,E3
RO211024,Student_1024,CSE,E3
RO211025,Student_1025,CSE,E3
RO211026,Student_1026,CSE,E3
RO211027,Student_1027,CSE,E3
RO211028,Student_1028,CSE,E3
RO211029,Student_1029,CSE,E3
RO211030,Student_1030,CSE,E3
RO211031,Student_1031,CSE,E3
RO211032,Student_1032,CSE,E3
RO211033,Student_1033,CSE,E3
RO211034,Student_1034,CSE,E3
RO211035,Student_1035,CSE,E3
RO211036,Student_1036,CSE,E3
RO211037,Student_1037,CSE,E3
RO211038,Student_1038,CSE,E3
RO211039,Student_1039,CSE,E3
RO211040,Student_1040,CSE,E3
RO211041,Student_1041,CSE,E3
RO211042,Student_1042,CSE,E3
RO211043,Student_1043,CSE,E3
RO211044,Student_1044,CSE,E3
RO211045,Student_1045,CSE,E3
RO211046,Student_1046,CSE,E3
RO211047,Student_1047,CSE,E3
RO211048,Student_1048,CSE,E3
RO211049,Student_1049,CSE,E3
RO211050,Student_1050,CSE,E3
RO211051,Student_1051,CSE,E3
RO211052,Student_1052,CSE,E3
RO211053,Student_1053,CSE,E3
RO211054,Student_1054,CSE,E3
RO211055,Student_1055,CSE,E3
RO211056,Student_1056,CSE,E3
RO211057,Student_1057,CSE,E3
RO211058,Student_1058,CSE,E3
RO211059,Student_1059,CSE,E3
RO211060,Student_1060,CSE,E3
RO211061,Student_1061,CSE,E3
RO211062,Student_1062,CSE,E3
RO211063,Student_1063,CSE,E3
RO211064,Student_1064,CSE,E3
RO211065,Student_1065,CSE,E3
RO211066,Student_1066,CSE,E3
RO211067,Student_1067,CSE,E3
RO211068,Student_1068,CSE,E3
RO211069,Student_1069,CSE,E3
RO211070,Student_1070,CSE,E3
RO211071,Student_1071,CSE,E3
RO211072,Student_1072,CSE,E3
RO211073,Student_1073,CSE,E3
RO211074,Student_1074,CSE,E3
RO211075,Student_1075,CSE,E3
RO211076,Student_1076,CSE,E3
RO211077,Student_1077,CSE,E3
RO211078,Student_1078,CSE,E3
RO211079,Student_1079,CSE,E3
RO211080,Student_1080,CSE,E3
RO211081,Student_1081,CSE,E3
RO211082,Student_1082,CSE,E3
RO211083,Student_1083,CSE,E3
RO211084,Student_1084,CSE,E3
RO211085,Student_1085,CSE,E3
RO211086,Student_1086,CSE,E3
RO211087,Student_1087,CSE,E3
RO211088,Student_1088,CSE,E3
RO211089,Student_1089,CSE,E3
RO211090,Student_1090,CSE,E3
RO211091,Student_1091,CSE,E3
RO211092,Student_1092,CSE,E3
RO211093,Student_1093,CSE,E3
RO211094,Student_1094,CSE,E3
RO211095,Student_1095,CSE,E3
RO211096,Student_1096,CSE,E3
RO211097,Student_1097,CSE,E3
RO211098,Student_1098,CSE,E3
RO211099,Student_1099,CSE,E3
RO211100,Student_1100,CSE,E3
RO211101,Student_1101,CSE,E3
RO211102,Student_1102,CSE,E3
RO211103,Student_1103,CSE,E3
RO211104,Student_1104,CSE,E3
RO211105,Student_1105,CSE,E3
RO211106,Student_1106,CSE,E3
RO211107,Student_1107,CSE,E3
RO211108,Student_1108,CSE,E3
RO211109,Student_1109,CSE,E3
RO211110,Student_1110,CSE,E3
RO211111,Student_1111,CSE,E3
RO211112,Student_1112,CSE,E3
RO211113,Student_1113,CSE,E3
RO211114,Student_1114,CSE,E3
RO211115,Student_1115,CSE,E3
RO211116,Student_1116,CSE,E3
RO211117,Student_1117,CSE,E3
RO211118,Student_1118,CSE,E3
RO211119,Student_1119,CSE,E3
RO211120,Student_1120,CSE,E3
RO211121,Student_1121,CSE,E3
RO211122,Student_1122,CSE,E3
RO211123,Student_1123,CSE,E3
RO211124,Student_1124,CSE,E3
RO211125,Student_1125,CSE,E3
RO211126,Student_1126,CSE,E3
RO211127,Student_1127,CSE,E3
RO211128,Student_1128,CSE,E3
RO211129,Student_1129,CSE,E3
RO211130,Student_1130,CSE,E3
RO211131,Student_1131,CSE,E3
RO211132,Student_1132,CSE,E3
RO211133,Student_1133,CSE,E3
RO211134,Student_1134,CSE,E3
RO211135,Student_1135,CSE,E3
RO211136,Student_1136,CSE,E3
RO211137,Student_1137,CSE,E3
RO211138,Student_1138,CSE,E3
RO211139,Student_1139,CSE,E3
RO211140,Student_1140,CSE,E3
RO211141,Student_1141,CSE,E3
RO211142,Student_1142,CSE,E3
RO211143,Student_1143,CSE,E3
RO211144,Student_1144,CSE,E3
RO211145,Student_1145,CSE,E3
RO211146,Student_1146,CSE,E3
RO211147,Student_1147,CSE,E3
RO211148,Student_1148,CSE,E3
RO211149,Student_1149,CSE,E3
RO211150,Student_1150,CSE,E3
RO211151,Student_1151,CSE,E3
RO211152,Student_1152,CSE,E3
RO211153,Student_1153,CSE,E3
RO211154,Student_1154,CSE,E3
RO211155,Student_1155,CSE,E3
RO211156,Student_1156,CSE,E3
RO211157,Student_1157,CSE,E3
RO211158,Student_1158,CSE,E3
RO211159,Student_1159,CSE,E3
RO211160,Student_1160,CSE,E3
RO211161,Student_1161,CSE,E3
RO211162,Student_1162,CSE,E3
RO211163,Student_1163,CSE,E3
RO211164,Student_1164,CSE,E3
RO211165,Student_1165,CSE,E3
RO211166,Student_1166,CSE,E3
RO211167,Student_1167,CSE,E3
RO211168,Student_1168,CSE,E3
RO211169,Student_1169,CSE,E3
RO211170,Student_1170,CSE,E3
RO211171,Student_1171,CSE,E3
RO211172,Student_1172,CSE,E3
RO211173,Student_1173,CSE,E3
RO211174,Student_1174,CSE,E3
RO211175,Student_1175,CSE,E3
RO211176,Student_1176,CSE,E3
RO211177,Student_1177,CSE,E3
RO211178,Student_1178,CSE,E3
RO211179,Student_1179,CSE,E3
RO211180,Student_1180,CSE,E3
RO211181,Student_1181,CSE,E3
RO211182,Student_1182,CSE,E3
RO211183,Student_1183,CSE,E3
RO211184,Student_1184,CSE,E3
RO211185,Student_1185,CSE,E3
RO211186,Student_1186,CSE,E3
RO211187,Student_1187,CSE,E3
RO211188,Student_1188,CSE,E3
RO211189,Student_1189,CSE,E3
RO211190,Student_1190,CSE,E3
RO211191,Student_1191,CSE,E3
RO211192,Student_1192,CSE,E3
RO211193,Student_1193,CSE,E3
RO211194,Student_1194,CSE,E3
RO211195,Student_1195,CSE,E3
RO211196,Student_1196,CSE,E3
RO211197,Student_1197,CSE,E3
RO211198,Student_1198,CSE,E3
RO211199,Student_1199,CSE,E3
RO211200,Student_1200,CSE,E3
RO211201,Student_1201,CSE,E3
RO211202,Student_1202,CSE,E3
RO211203,Student_1203,CSE,E3
RO211204,Student_1204,CSE,E3
RO211205,Student_1205,CSE,E3
RO211206,Student_1206,CSE,E3
RO211207,Student_1207,CSE,E3
RO211208,Student_1208,CSE,E3
RO211209,Student_1209,CSE,E3
RO211210,Student_1210,CSE,E3
RO211211,Student_1211,CSE,E3
RO211212,Student_1212,CSE,E3
RO211213,Student_1213,CSE,E3
RO211214,Student_1214,CSE,E3
RO211215,Student_1215,CSE,E3
RO211216,Student_1216,CSE,E3
RO211217,Student_1217,CSE,E3
RO211218,Student_1218,CSE,E3
RO211219,Student_1219,CSE,E3
RO211220,Student_1220,CSE,E3
RO211221,Student_1221,CSE,E3
RO211222,Student_1222,CSE,E3
RO211223,Student_1223,CSE,E3
RO211224,Student_1224,CSE,E3
RO211225,Student_1225,CSE,E3
RO211226,Student_1226,CSE,E3
RO211227,Student_1227,CSE,E3
RO211228,Student_1228,CSE,E3
RO211229,Student_1229,CSE,E3
RO211230,Student_1230,CSE,E3
RO211231,Student_1231,CSE,E3
RO211232,Student_1232,CSE,E3
RO211233,Student_1233,CSE,E3
RO211234,Student_1234,CSE,E3
RO211235,Student_1235,CSE,E3
RO211236,Student_1236,CSE,E3
RO211237,Student_1237,CSE,E3
RO211238,Student_1238,CSE,E3
RO211239,Student_1239,CSE,E3
RO211240,Student_1240,CSE,E3
RO211241,Student_1241,CSE,E3
RO211242,Student_1242,CSE,E3
RO211243,Student_1243,CSE,E3
RO211244,Student_1244,CSE,E3
RO211245,Student_1245,CSE,E3
RO211246,Student_1246,CSE,E3
RO211247,Student_1247,CSE,E3
RO211248,Student_1248,CSE,E3
RO211249,Student_1249,CSE,E3
RO211250,Student_1250,CSE,E3
RO211251,Student_1251,CSE,E3
RO211252,Student_1252,CSE,E3
RO211253,Student_1253,CSE,E3
RO211254,Student_1254,CSE,E3
RO211255,Student_1255,CSE,E3
RO211256,Student_1256,CSE,E3
RO211257,Student_1257,CSE,E3
RO211258,Student_1258,CSE,E3
RO211259,Student_1259,CSE,E3
RO211260,Student_1260,CSE,E3
RO211261,Student_1261,CSE,E3
RO211262,Student_1262,CSE,E3
RO211263,Student_1263,CSE,E3
RO211264,Student_1264,CSE,E3
RO211265,Student_1265,CSE,E3
RO211266,Student_1266,CSE,E3
RO211267,Student_1267,CSE,E3
RO211268,Student_1268,CSE,E3
RO211269,Student_1269,CSE,E3
RO211270,Student_1270,CSE,E3
RO211271,Student_1271,CSE,E3
RO211272,Student_1272,CSE,E3
RO211273,Student_1273,CSE,E3
RO211274,Student_1274,CSE,E3
RO211275,Student_1275,CSE,E3
RO211276,Student_1276,CSE,E3
RO211277,Student_1277,CSE,E3
RO211278,Student_1278,CSE,E3
RO211279,Student_1279,CSE,E3
RO211280,Student_1280,CSE,E3
RO211281,Student_1281,CSE,E3
RO211282,Student_1282,CSE,E3
RO211283,Student_1283,CSE,E3
RO211284,Student_1284,CSE,E3
RO211285,Student_1285,CSE,E3
RO211286,Student_1286,CSE,E3
RO211287,Student_1287,CSE,E3
RO211288,Student_1288,CSE,E3
RO211289,Student_1289,CSE,E3
RO211290,Student_1290,CSE,E3
RO211291,Student_1291,CSE,E3
RO211292,Student_1292,CSE,E3
RO211293,Student_1293,CSE,E3
RO211294,Student_1294,CSE,E3
RO211295,Student_1295,CSE,E3
RO211296,Student_1296,CSE,E3
RO211297,Student_1297,CSE,E3
